context_pre	pre_lemma
da	da
da	da
da	da
da	da
da	da
da	da
da	da
da	da
da	da
da	da
da	da
da	da
da	da
da	da
