NPN;construction;preposition;noun;pre_lemma;context_pre;costr;context_post;number_of_noun;Type;other_cxn;meaning;syntactic_function
autonomia su autonomia;no;su;autonomia;di;Che ripeto che ricordo sono quelle delle inchieste sui gruppi terroristici Brigate Rosse prima linea sono quelli dell'inchiesta di;autonomia su autonomia;operaia inchiesta com'era sette aprile.;sg;proper_name_inglobation;no;distractor;_
uomini su uomini;no;su;uomo;di;"Nella famosa conferenza del 1919 su ""La politica come professione"", Max Weber disse: ""Lo Stato è, come le associazioni politiche che storicamente lo precedono, un rapporto di dominio di";uomini su uomini;basato sul mezzo della forza legittima (cioè considerata legittima).;pl;thematic_target;no;distractor;_
3 su 3;no;su;3;fecondare;Per nostra fortuna sono stati fecondati;3 su 3;, il 100 %, pronti per essere impiantati in utero.;X;NumPNum;no;distractor;_
bambini su bambini;no;su;bambino;di;All'inizio della settimana ho scritto un articolo circa le recenti notizie provenienti dal Kansas sui tassi di violenze sessuali di;bambini su bambini;, aumentate bruscamente...anche la polizia del Regno Unito ha segnalato questa tendenza (40.000 segnalazioni in un paio di anni)…;pl;thematic_target;no;distractor;_
100 su 100;no;su;100;di;Delle 20 regioni prese in esame da un gruppo di esperti in comunicazione, sociologia, diritti del cittadino, il portale della Regione Emilia-Romagna risulta primo classificato con un risultato di;100 su 100;per quanto riguarda il rapporto amministrazione-cittadini, davanti a Veneto (89/100) e Liguria (80/100).;X;NumPNum;no;distractor;_
vacche su vacche;no;su;vacca;caricare;È suo il conio del palidromo accavallavacca (strumento per caricare;vacche su vacche;", o vacche su cavalli; vedi anche alle voci lavacavalli e vacca).";pl;thematic_target;no;distractor;_
Sky su Sky;no;su;Sky;di;Cliente Sky via fibra/satellite con pack Calcio e Sky Go: 36,80 euro/mese* per le 7 partite/turno di;Sky su Sky;Go.;X;proper_name_inglobation;no;distractor;_
DVD su DVD;no;su;DVD;in;Se vuoi masterizzare un film in;DVD su DVD;+ R DL, ti conviene usare Alcohol o DVD Decrypter (in ISO mode).;sg/pl;thematic_target;no;distractor;_
100 su 100;no;su;100;e;Anni dopo Bernardini ripropone lo stesso quesito in una scuola elementare, e;100 su 100;"rispondono: "" 50 anni """;X;NumPNum;no;distractor;_
bambini su bambini;no;su;bambino;di;Come impone la legge, nei casi di espianti di;bambini su bambini;di età inferiore a 5 anni, prima di procedere si sono dovute attendere le 24 ore richieste.;pl;N_extended;no;distractor;_
portone a portone;no;a;portone;da;E ricominciava a picchiare i pugni sul legno, passando da;portone a portone;.;sg;PNPN;yes;distractor;_
predicatore a predicatore;no;a;predicatore;da;Si tratta di racconti ripetuti da;predicatore a predicatore;, a lungo tramandati solo oralmente.;sg;PNPN;yes;distractor;_
ufficio a ufficio;no;a;ufficio;da;L'ombra di Marra, ex finanziere come lui, che lo ha seguito silenzioso nella scalata al Campidoglio, da;ufficio a ufficio;: oggi è ancora capo delle risorse umane.;sg;PNPN;yes;distractor;_
capitolo a capitolo;no;a;capitolo;da;All'interno del bilancio amministrativo, la Commissione può procedere, nei limiti e alle condizioni fissate dal regolamento stabilito in esecuzione dell'articolo 78 nono, a trasferimenti di crediti, sia da;capitolo a capitolo;, sia da suddivisione a suddivisione.;sg;PNPN;yes;distractor;_
uomo a uomo;no;a;uomo;da;Inoltre la situazione degli xenotrapianti oggi è vista esattamente come i trapianti da;uomo a uomo;erano considerati all'inizio degli Anni Sessanta, quando eravamo davvero in pochi a crederci.;sg;PNPN;yes;distractor;_
punto a punto;no;a;punto;da;Tra le singolarità c'è un agglomerato di linee di forza variamente incurvate da;punto a punto;.;sg;PNPN;yes;distractor;_
punto a punto;no;a;punto;da;Stanno, invece, in un continuum dove tutte le interazioni si propagano da;punto a punto;.;sg;PNPN;yes;distractor;_
uomo a uomo;no;a;uomo;da;Il chirurgo si accorse che dopo un normale trapianto da;uomo a uomo;alcune cellule provenienti dal nuovo organo invadono i tessuti dell'ospite.;sg;PNPN;yes;distractor;_
lezione a lezione;no;a;lezione;da;Ho usato la lametta mentre ero ubriaca, ma era da tempo che pensavo di farlo, e in tutto quel periodo non vivevo ma passavo da;lezione a lezione;come se vivessi.;sg;PNPN;yes;distractor;_
uomo a uomo;no;a;uomo;da;Essi non possono più guardare negli occhi un altro, da;uomo a uomo;"; possono invece infondere in un altro la forza di divenire ""più"" di loro.";sg;PNPN;yes;distractor;_
donna a donna;no;a;donna;da;" anche i sintomi e la successione degli eventi possono essere molto diversi da""";donna a donna;.;sg;PNPN;yes;distractor;_
donna a donna;no;a;donna;da;La signorina Griffin ed io abbiamo fatto una lunga chiacchierata, da;donna a donna;, ed abbiamo tratto il massimo l'una dall'altra.;sg;PNPN;yes;distractor;_
donna a donna;no;a;donna;da;Sono villana, lo sai già, e se c'è qualcosa che mi mette di malumore sono le sedute di confidenze da;donna a donna;, per cui gradirei che mi risparmiassi le tue.;sg;PNPN;yes;distractor;_
acque ad acque;no;a;acque;nube;Dapprima la tempesta opponeva nubi a nubi,;acque ad acque;, venti a venti.;pl;verbal;yes;distractor;_
orecchio a orecchio;no;a;orecchio;da;Un uomo di mezza età, con un indescrivibile riporto di capelli da;orecchio a orecchio;, mi fece cenno di entrare.;sg;PNPN;yes;distractor;_
