NPN;construction;preposition;noun;pre_lemma;context_pre;costr;context_post;number_of_noun;Type;other_cxn;meaning;syntactic_function
piani su piani;yes;su;piano;elaborare;Da mesi gli stati maggiori stanno elaborando;piani su piani;, ipotizzando un vertice italiano che gestirà uno schieramento di forze europee.;pl;_;_;greater_plurality/accumulation;nominal
occasioni su occasioni;yes;su;occasione;avere;Il Monteveglio, che fra l'altro, si era portato in vantaggio già nel primo tempo, che aveva avuto;occasioni su occasioni;, tutte malamente sbagliate, è stato battuto dalla compagine di Castelnuovo che ha sfruttato tutto quello che i locali e l'arbitro gli hanno concesso.;pl;_;_;greater_plurality/accumulation;nominal
conti su conti;yes;su;conto;fare;"Mentre riaccompagnava Eco in auto in centro, Pete disse: ""Continuo a fare";conti su conti;", sai, mi sembra di essere un cane che si morde la coda"".";pl;_;_;greater_plurality/accumulation;nominal
permessi su permessi;yes;su;permesso;senza;Chi dieci anni fa, a casa sua, ha piantato un filare di platani troppo vicini, non li può diradare senza;permessi su permessi;.;pl;_;_;greater_plurality/accumulation;nominal
spalla a spalla;yes;a;spalla;sfrenato;Alessandro diede il segnale e tutti i destrieri si lanciarono al galoppo sfrenato,;spalla a spalla;, testa a testa nella pianura deserta: sembravano furie infernali partorite dall'Ade.;sg;_;_;juxtaposition/contact;modifier
corpo a corpo;yes;a;corpo;scontro;Nell'economia del risultato a pesare è anche il comparto visivo perché, alla routine degli scontri;corpo a corpo;", Watts ci riserva sorprese quando si tratta di mettere in scena il potere illusionistico di Mysterio in una serie di sequenze da far girare la testa allo spettatore, per il gioco di specchi in cui la realtà fa a gara a smentire se stessa manco ci trovassimo nella sequenza finale de ""La signora di Shangai"" di Orson Welles.";sg;_;_;juxtaposition/contact;modifier
spalla a spalla;yes;a;spalla;pratica;Marco andò all'unico tavolino libero, sul fondo, e quando finalmente si sedette con la schiena al muro si ritrovò in pratica;spalla a spalla;con due avventori, entrambi assorti nella lettura del giornale e quindi apparentemente disinteressati a lui.;sg;_;_;juxtaposition/contact;modifier
corpo a corpo;yes;a;corpo;combattimento;Essi o lo impegnavano in violenti combattimenti;corpo a corpo;, oppure rimanevano ritti immobili e silenziosi in qualche angolo della casa.;sg;_;_;juxtaposition/contact;modifier
corpo a corpo;yes;a;corpo;combattere;Nella tradizione cristiana, durante i giorni di Pasqua si legge un versetto in latino che dice in modo mirabile che la vita e la morte combattono;corpo a corpo;.;sg;_;_;juxtaposition/contact;modifier
spalla a spalla;yes;a;spalla;camminare;Qualunque cosa accadrà, siete nel palmo della stessa mano, e anziché tenere Dina fuori dai tuoi progetti migliori, dovreste camminare;spalla a spalla;finché il Cielo ve ne darà la possibilità.;sg;_;_;juxtaposition/contact;modifier
zolla a zolla;yes;a;zolla;conoscere;Per cui nessuno ci pensa al povero animale che bazzica senza meta nel ben delimitato territorio, che ormai conosce;zolla a zolla;.;sg;_;_;succession/iteration/distributivity;modifier
spalla a spalla;yes;a;spalla;inglese;Proprio mentre i piloti dei jet americani e inglesi,;spalla a spalla;", scaricano ogni giorno bombe su Saddam e schivano il fuoco della sua contraerea, in una marziale conferma della storica ""relazione speciale"" tra i due paesi, l'ambasciatore americano a Londra è stato convocato al ministero del commercio per ricevere una ferma e ufficiale protesta del governo di Tony Blair.";sg;_;_;juxtaposition/contact;modifier
spalla a spalla;yes;a;spalla;e;Tutto sommato, l'Italia, partita tardi, ha recuperato, piazzandosi dietro la Germania e;spalla a spalla;con gli inglesi.;sg;_;_;juxtaposition/contact;modifier
corpo a corpo;yes;a;corpo;combattere;Ma anche questa volta per occupare la Città Santa devono combattere;corpo a corpo;con i palestinesi per annientare la resistenza araba.;sg;_;_;juxtaposition/contact;modifier
spalla a spalla;yes;a;spalla;oggi;Se per decenni si sono vicendevolmente ignorate, Italia e Albania sono oggi;spalla a spalla;.;sg;_;_;juxtaposition/contact;modifier
spalla a spalla;yes;a;spalla;animale;Compiuta la spettacolare manovra lanciarono di nuovo al galoppo i loro animali,;spalla a spalla;, testa a testa, lasciandosi dietro una densa nuvola di polvere, e si arrestarono in brevissimo spazio davantial principe.;sg;_;_;juxtaposition/contact;modifier
spalla a spalla;yes;a;spalla;Polo;Torino, Rifondazione apre a Castellani L'ex ministro Costa corre per il Polo,;spalla a spalla;con il sindaco.;sg;_;_;juxtaposition/contact;modifier
foglia a foglia;yes;a;foglia;scomparire;Nanni guarda il triangolino di frittata deflagrare e ricomporsi nel piatto di Cecilia, mentre l'insalata scompare;foglia a foglia;con estenuante lentezza, e tutte le cose che vorrebbe dirle non le può dire.;sg;_;_;succession/iteration/distributivity;modifier
corpo a corpo;yes;a;corpo;impatto;Come dice Manuel Estiarte, il più forte pallanuotista di tutti i tempi: «È vero, bisogna calcolare che le probabilità che Messi esca sconfitto da un impatto;corpo a corpo;sono elevate, come elevato è il rischio che venga totalmente travolto dai difensori.;sg;_;_;juxtaposition/contact;modifier
ciocca a ciocca;yes;a;ciocca;sfilare;Il più attuale si fa sfilando;ciocca a ciocca;, per creare l'effetto piuma, che alleggerisce la pettinatura e rende la piega particolarmente facile.;sg;_;_;succession/iteration/distributivity;modifier
corpo a corpo;yes;a;corpo;scontro;Non possedeva più la pistola e la spranga che aveva trovato si sarebbe rivelata utile solo in uno scontro;corpo a corpo;.;sg;_;_;juxtaposition/contact;modifier
corpo a corpo;yes;a;corpo;faccia;Scoperto difronteal proprio nemico, faccia a faccia,;corpo a corpo;, il nostro scrittore si apprestava a scrivere un'altra pagina del suo romanzo, quello della vita.;sg;_;_;juxtaposition/contact;modifier
spalla a spalla;yes;a;spalla;giorno;Ci hanno divisi per evitare problemi, per quanto era possibile, visto che si camminava tutto il giorno;spalla a spalla;, gomito a gomito, a passi diversi, ma alla stessa velocità, e quando vivi una situazione di fatica e scomodità come quella, con poco cibo e poca acqua e nessun posto dove ripararsi e molto freddo, invece, molto, molto freddo, be', i battibecchi e le risse sono sempre dietro l'angolo, in agguato, e gli accoltellamenti anche, quindi è meglio tenere separate le etnie ostili.;sg;_;_;juxtaposition/contact;modifier
fotogramma a fotogramma;yes;a;fotogramma;costruire;Una mitologia personale, insomma, costruita;fotogramma a fotogramma;"ritagliandomi di netto ciò che è necessario per un Olimpo fatto in casa: un pugno di tragedie sofoclee, uomini ed eroi, martiri casuali, omicidi senza fonte e senza fine; oppure: confondendo l'universo condiviso con gli album personali: eccola una foto di mio padre tale e quale a Satta Flores in C'eravamo tanto amati.";sg;_;_;succession/iteration/distributivity;modifier
spalla a spalla;yes;a;spalla;volata;Si profila dunque una volata;spalla a spalla;che probabilmente si concluderà con il ballottaggio del 23 ottobre prossimo.;sg;_;_;juxtaposition/contact;modifier
braccio a braccio;yes;a;braccio;sviluppare;Primo edificio per la musica progettato dallo studio di Michel Rojkind, è il frutto di un processo progettuale sviluppato;braccio a braccio;con la direzione dell'Orchestra: le scelte riguardanti il tipo di sala, il numero di sedute e le destinazioni funzionali degli ambienti sono dunque condivise e volute dai successivi inquilini dello spazio.;sg;_;_;juxtaposition/contact;modifier
corpo a corpo;yes;a;corpo;te;"Sto rollando verso di te, balena, tu che tutto distruggi e nulla conquisti; fino all'ultimo lotto con te";corpo a corpo;", e dal cuore dell'inferno ti pugnalo; in nome dell'odio ti sputo addosso l'estremo respiro.";sg;_;_;juxtaposition/contact;modifier
corpo a corpo;yes;a;corpo;combattere;Qualche scettico si domanderà come mai il comando americano mandi un preziosissimo marconista navajo a combattere;corpo a corpo;contro il nemico, con il rischio che lo catturino.;sg;_;_;juxtaposition/contact;modifier
corpo a corpo;yes;a;corpo;duello;Pare abbia ucciso di sua mano un ribelle della tribù dei cadusi in un duello;corpo a corpo;.;sg;_;_;juxtaposition/contact;modifier
spalla a spalla;yes;a;spalla;combattere;Era per vendicarsi di una condanna ingiusta che aveva combattuto;spalla a spalla;con quegli stessi Uberti che a Campaldino militavano tra le file nemiche o quella alleanza, che soltanto pochi mesi prima gli sarebbe sembrata contro natura, aveva una più profonda e nobile giustificazione?;sg;_;_;juxtaposition/contact;modifier
corpo a corpo;yes;a;corpo;danza;Il killer - ballerino e le cubiste - prede erano impegnati in una danza;corpo a corpo;molto coinvolgente.;sg;_;_;juxtaposition/contact;modifier
spalla a spalla;yes;a;spalla;mentre;Questi pensieri mi agitavano mentre;spalla a spalla;con i miei compagni muti attendevo i colpi di fischietto degli ufficiali per superare il parapetto e inoltrarmi in quell'orribile scabro e tormentato deserto innanzia me.;sg;_;_;juxtaposition/contact;modifier
corpo a corpo;yes;a;corpo;combattimento;Saphira era meglio equipaggiata dei Lethrblaka per il combattimento;corpo a corpo;, grazie alle squame - più dure e resistenti della loro pellaccia grigia - e ai denti - di gran lunga più letali del loro becco in uno scontro ravvicinato - ma in quella situazione, con il basso soffitto della caverna che le dava scarsa libertà di manovra per saltare o volare, aveva non poche difficoltà a tenere testa a due creature che l'attaccavano contemporaneamente.;sg;_;_;juxtaposition/contact;modifier
spalla a spalla;yes;a;spalla;agire;Tutti gli oranti si trovano ad agire;spalla a spalla;nel modo più disciplinato, indipendentemente da ogni considerazione di tipo mondano.;sg;_;_;juxtaposition/contact;modifier
autonomia su autonomia;no;su;autonomia;di;Che ripeto che ricordo sono quelle delle inchieste sui gruppi terroristici Brigate Rosse prima linea sono quelli dell'inchiesta di;autonomia su autonomia;operaia inchiesta com'era sette aprile.;sg;proper_name_inglobation;no;distractor;_
mente su mente;no;su;mente;parte;"Il credersi ""separati"" in più parti (";mente su mente;"giù, corpo questo e corpo quell'altro, questo è meglio e quello è peggio) è solo il frutto d'una visione ""schizofrenica"".";sg;NsuNgiù;yes;distractor;_
uomini su uomini;no;su;uomo;di;"Come sottolineavano i compagni tedeschi delle Cellule Rivoluzionarie: ""Noi crediamo che la guerra totale contro il sistema di dominio di";uomini su uomini;acchiuda in se stessa contemporaneamente e in egual misura la lotta contro il sistema capitalistico che è in noi stessi.;pl;thematic_target;no;distractor;_
Berlinguer su Berlinguer;no;su;Berlinguer;di;Si potrebbe provare A ragionare di;Berlinguer su Berlinguer;a partire da alcuni grandi punti del suo pensiero.;X;thematic_target;no;distractor;_
2 su 2;no;su;2;con;Tra le file dell' Hintegra realizzano le migliori prestazioni offensive Simone Vichi con;2 su 2;e Victor Lopez con 2 su 4.;X;NumPNum;no;distractor;_
base su base;no;su;base;di;Nella vita di tutti i giorni un lavaggio di;base su base;mensile è sufficiente.;sg;N_extended;no;distractor;_
5 su 5;no;su;5;di;Questa volta è la Juventus a sbagliare di meno, anzi a non sbagliare proprio nulla visto che mette a segno uno score di;5 su 5;, mentre per il Milan è fatale l' errore di Brocchi.;X;NumPNum;no;distractor;_
Sky su Sky;no;su;Sky;di;Cliente Sky via fibra/satellite con pack Calcio e Sky Go: 36,80 euro/mese* per le 7 partite/turno di;Sky su Sky;Go.;X;proper_name_inglobation;no;distractor;_
uomini su uomini;no;su;uomo;di;"Nella famosa conferenza del 1919 su ""La politica come professione"", Max Weber disse: ""Lo Stato è, come le associazioni politiche che storicamente lo precedono, un rapporto di dominio di";uomini su uomini;basato sul mezzo della forza legittima (cioè considerata legittima).;pl;thematic_target;no;distractor;_
Berlusconi su Berlusconi;no;su;Berlusconi;di;Va bene bene pubblicare in prima pagina una barzelletta di;Berlusconi su Berlusconi;, ma vi sia perlomeno il buon senso di dire al titolista di non mettere come titolo LA BATTUTA finale...;X;thematic_target;no;distractor;_
5 su 5;no;su;5;di; Questa volta è la Juventus a sbagliare di meno, anzi a non sbagliare proprio nulla visto che mette a segno uno score di;5 su 5;, mentre per il Milan è fatale l' errore di Brocchi.;X;NumPNum;no;distractor;_
24 su 24;no;su;24;trasmettere;"Un ospedale di Pittsburgh fornisce addirittura una stazione televisiva chiamata ""Humor Helps Healing"" (l'umorismo aiuta a guarire), che trasmette";24 su 24;", mentre in South Carolina, i ""terapisti dell' umorismo"" hanno formato la Carolina Humour and Healing Association (HaHa).";X;NumPNum;no;distractor;_
7 su 7;no;su;7;con;Lo fa in modo incontestabile: chiude con;7 su 7;dai 6.25 mt per un totale di 29 punti, il tutto in sola metà gara.;X;NumPNum;no;distractor;_
uomini su uomini;no;su;uomo;di;Sono sempre segno di un'ingiustizia regnante, di oppressione di;uomini su uomini;.;pl;thematic_target;no;distractor;_
119 su 119;no;su;119;tutto;Attivate al 100 % le procedure di bonifica per i siti inquinati a breve termine, in tutto;119 su 119;, e al 58 % quelle per i 146 siti a medio termine, mentre per i 60 siti di piano definiti ' in approfondimentò (considerati a medio termine nell' attesa della definitiva classificazione nell' ambito dell' approvazione dei Piani Provinciali), tale percentuale scende al 32 %.;X;NumPNum;no;distractor;_
uomini su uomini;no;su;uomo;di;"Lo stato è così dunque ""un rapporto di potere di";uomini su uomini;", fondato sul mezzo dell'uso della forza legittima"" (si veda ""Economia e Società"", Milano 1961).";pl;thematic_target;no;distractor;_
carta su carta;no;su;carta;di;E poi c'è lo spariglio, una variante della presa di;carta su carta;uguale.;sg;thematic_target;no;distractor;_
24 su 24;no;su;24;disponibile;Tale contenitore poi, grazie alla tecnologia e software di ultima generazione, è disponibile;24 su 24;online e aggiornato in tempo reale, permettendo così ai potenziali clienti di visionare gli immobili direttamente da casa o ufficio, e ai collaboratori del gruppo sparsi in Italia o all' estero di consultare e fornire proposte svincolate dal limite della territorialità di competenza.;X;NumPNum;no;distractor;_
bandiere su bandiere;no;su;bandiera;dire;"Come se ci fosse bisogno di una voce dall' alto che dica""";bandiere su bandiere;" giù"".";pl;NsuNgiù;yes;distractor;_
61 su 61;no;su;61;di;Certo le ultime elezioni europee hanno segnato una sconfitta di Berlusconi, il cappotto del;61 su 61;(i seggi del parlamento regionale conquistati dalla destra nelle ultime amministrative) appartiene alla memoria del passato.;X;NumPNum;no;distractor;_
Guccini su Guccini;no;su;Guccini;di;Forse il fatto d'essere un lavoro di;Guccini su Guccini;, la possibilità di curiosare nell'armadio dei sogni e dei ricordi, mettendoci a disposizione fin dalla copertina la foto di famiglia del bisnonno che gli ha dato il nome (e sul retro, ma non cercatela nel booklet del cd, un'austera immagine della sua,;X;thematic_target;no;distractor;_
periodi su periodi;no;su;periodo;avere;Tornando al banco,devo dire che i suoi dischi li amo tuttora,certo hanno avuto;periodi su periodi;ma son sempre stati più che dignitosi.;pl;NsuNgiù;yes;distractor;_
uomo su uomo;no;su;uomo;di;cioè quando si abolirà non solo il concetto di proprieta' di;uomo su uomo;(schiavitu') ma anche quello di SERVITU' di uomo su uomo (noleggio, prostituzione, o come chiamo io, SERVIZIONE).;sg;thematic_target;no;distractor;_
Google su Google;no;su;Google;di;Come cancellare la cronologia di;Google su Google;Chrome.;X;proper_name_inglobation;no;distractor;_
Camerino su Camerino;no;su;Camerino;di;Interventi Regione ed Università di;Camerino su Camerino;.;X;proper_name_inglobation;no;distractor;_
Sciascia su Sciascia;no;su;Sciascia;di;Ha curato l'edizione del Quaderno dell'Associazione Amici di;Sciascia su Sciascia;eretico del genere giallo (La vita felice, 2006) e la prefazione dell'edizione italiana de Il controllo della parola di André Schiffrin (Bollati Boringhieri, 2006).;X;proper_name_inglobation;no;distractor;_
Microsoft su Microsoft;no;su;Microsoft;e;È accordo di licenza tra PalmOne e;Microsoft su Microsoft;Exchange.;X;proper_name_inglobation;no;distractor;_
uomo su uomo;no;su;uomo;qui;"Il problema del potere si ripresenta qui; il potere d'";uomo su uomo;.;sg;thematic_target;no;distractor;_
110 su 110;no;su;110;con;Luciano Fonzi esprime il seguente giudizio: Laureato in Scienze Biologiche presso la Università di Siena nel 1969 con;110 su 110;e lode.;X;NumPNum;no;distractor;_
Arezzo su Arezzo;no;su;Arezzo;di;La posizione del Comune di;Arezzo su Arezzo;Fiere è chiarissima.;X;proper_name_inglobation;no;distractor;_
prodotto a prodotto;no;a;prodotto;da;Un'analisi di questo tipo non poteva prescindere dal software fornito in bundle, variabile da;prodotto a prodotto;, che, se in alcuni casi è forse più di quello che realmente serve, in altri è appena lo stretto necessario per la telecomunicazione.;sg;PNPN;yes;distractor;_
paese a paese;no;a;paese;da;Essa può assumere valenze parzialmente diverse da;paese a paese;, ma generalmente si colloca a destra chi enfatizza i valori dell'ordine sociale, della stabilità, della retribuzione secondo i meriti e a sinistra chi, invece, a tali valori è meno sensibile in nome della libertà di ciascun individuo (libertà, peraltro, non tanto intesa in termini di attività economica e politica, quanto rispetto alle norme ed ai costumi) nonché del diritto di questi a veder soddisfatti i propri bisogni.;sg;PNPN;yes;distractor;_
individuo a individuo;no;a;individuo;da;Alcune variabili, come temperatura dell'aria, appetito e livello di vigilanza oscillano durante il giorno da;individuo a individuo;.;sg;PNPN;yes;distractor;_
paese a paese;no;a;paese;da;Poi c'è il fondamentalismo: diverso da;paese a paese;, potente perché capace di dare un'identità e un orgoglio di appartenenza ai ceti più poveri.;sg;PNPN;yes;distractor;_
individuo a individuo;no;a;individuo;da;Anche l'ampiezza e la profondità dello sviluppo mentale variano considerevolmente da;individuo a individuo;.;sg;PNPN;yes;distractor;_
uomo a uomo;no;a;uomo;da;Il contagio è solo interumano, vale a dire che la varicella si trasmette solo da;uomo a uomo;e non da animale ad uomo.;sg;PNPN;yes;distractor;_
paese a paese;no;a;paese;da;Probabilmente le ragioni che producono alti consensi sui temi della vita più semplice e naturale o della minore importanza data al denaro, sono diverse da;paese a paese;.;sg;PNPN;yes;distractor;_
disappunto a disappunto;no;a;disappunto;aggiungere;Si diede subito della stupida e questo fatto aggiunse;disappunto a disappunto;.;sg;verbal;yes;distractor;_
paese a paese;no;a;paese;da;Tuttavia, l'interesse di mercato varia da;paese a paese;, per cui possono determinarsi svantaggi rilevanti se si confronta un esportatore che opera in un paese con alti saggi di interesse con un esportatore impegnato in un paese dove i saggi di interesse sono bassi.;sg;PNPN;yes;distractor;_
paese a paese;no;a;paese;da;E infatti vi sono ancora differenze profonde da;paese a paese;nell'uso della Tv generalista e specialmente nel settore dell'informazione.;sg;PNPN;yes;distractor;_
paese a paese;no;a;paese;da;È una delle voci più carenti del foglietto, anche perché sono state riscontrate indicazioni diverse da;paese a paese;.;sg;PNPN;yes;distractor;_
paese a paese;no;a;paese;da;Poi spetta alle leggi, che variano da;paese a paese;, attribuire le responsabilità.;sg;PNPN;yes;distractor;_
uomo a uomo;no;a;uomo;da;"""Ciò indica che la trasmissione del virus è possibile anche da";uomo a uomo;""", ma in quest'ultimo caso l'efficacia del contagio è scarsa, ha precisato Margaret Chan.";sg;PNPN;yes;distractor;_
tempo a tempo;no;a;tempo;a;MENTRE è in arrivo in Tv l'ottava edizione della Piovra, apprendiamo, a;tempo a tempo;", che si tratta di una ""delle espressioni rilevanti della cultura popolare italiana"".";sg;PNPN;yes;distractor;_
individuo ad individuo;no;a;individuo;da;Le percentuali su esposte variano lievemente da;individuo ad individuo;e la presenza quantitativa di determinate sottoclassi sembra essere in correlazione con la presenza di particolari allotipi delle catene H e L.;sg;PNPN;yes;distractor;_
uomo a uomo;no;a;uomo;da;Vi segnaliamo anche l'accusa pesantissima dell'animatore del sito pacifista Peacelink, Alessandro Marescotti, ai tecnici che si sono resi conniventi della truffa del baco del millennio: un confronto da;uomo a uomo;nella rubrica Delfino.;sg;PNPN;yes;distractor;_
epoca a epoca;no;a;epoca;da;È vero che il concetto di giustizia cambia da;epoca a epoca;e da contesto a contesto, ma il bisogno di giungere a una sua rappresentazione condivisa rimane costante e immutabile.;sg;PNPN;yes;distractor;_
tragedia a tragedia;no;a;tragedia;dolore;Non aggiungete dolore a dolore,;tragedia a tragedia;…;sg;verbal;yes;distractor;_
provincia a provincia;no;a;provincia;da;La parte più sostanziosa della domanda regionale di alloggi è garantita da chi si trasferisce da un'altra regione o da;provincia a provincia;: oltre il 39 per cento.;sg;PNPN;yes;distractor;_
paese a paese;no;a;paese;da;"In effetti il significato delle parole ""edizione"" e ""libro"" differiscono non soltanto da continente a continente, ma anche da";paese a paese;.;sg;PNPN;yes;distractor;_
paese a paese;no;a;paese;da;Le restrizioni sull'esportazione variano da;paese a paese;.;sg;PNPN;yes;distractor;_
punto a punto;no;a;punto;da;Oggi ci rendiamo conto che la critica faradayana alla nozione di particella, inquanto scaturisce da una fisica del continuum dove le interazioni agiscono da;punto a punto;.;sg;PNPN;yes;distractor;_
paese a paese;no;a;paese;da;Il primo è una dialettizzazione dell'inglese, ossia la nascita e la crescita di forme di inglese diverso da;paese a paese;"sia per la pronunzia sia, in parte, per il lessico; qualcosa di simile a quella che i linguisti chiamano ""creolizzazione"" dell'inglese, come in Giamaica, in Liberia o in Gambia; o una specie di ""cocoliche"", come viene chiamato scherzosamente l'italiano parlato in Argentina.";sg;PNPN;yes;distractor;_
settimana a settimana;no;a;settimana;da;Si verifica volatilità durante l'anno da;settimana a settimana;finché i prezzi non iniziano a scendere sotto la media annuale verso la fine di agosto, quando i viaggiatori possono risparmiare il 42% o più rispetto al periodo più caro.;sg;PNPN;yes;distractor;_
punto a punto;no;a;punto;da;Al contrario nel Tipo C, dove il pino domestico è stato seminato in maniera andante e a integrazione di nuclei di latifoglie preesistenti, con conseguente maggiore variabilità da;punto a punto;.;sg;PNPN;yes;distractor;_
uomo a uomo;no;a;uomo;da;Fisher, non ho mai avuto modo di parlarti, da;uomo a uomo;.;sg;PNPN;yes;distractor;_
