ID;preposition;pre_lemma;meaning;NPN;construction;syntactic_function;noun;number_of_noun;Type;other_cxn;context_pre;costr;context_post;assignment_0;assignment_1;assignment_2;assignment_3;assignment_4;split
114;a;rapido;juxtaposition/contact;corpo a corpo;yes;modifier;corpo;sg;_;_;Inoltre l'uso giudizioso della massa corporea può rappresentare in certe situazioni un vantaggio supplementare non indifferente, per esempio negli incontri rapidi;corpo a corpo;, come nella lotta greco - romana, nel catch, nel sumo.;test|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;train
648;a;TV;succession/iteration/distributivity;volta a volta;yes;modifier;volta;sg;_;_;Ma quella virtualità che connota la realtà televisiva e rende la tv,;volta a volta;, spettacolare, ingannatrice, sedativa, omologante, esorcizzante, evasiva, legittimante, vicaria, è anche dovuta alla nostra virtualità crescente.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train
682;a;essere;succession/iteration/distributivity;volta a volta;yes;modifier;volta;sg;_;_;Una ulteriore complicazione dello schema risulterebbe se considerassimo come i destinatari grammaticali delle ottave dei poeti possano essere;volta a volta;, e anche nella medesima ottava, il proprio antagonista o il pubblico medesimo.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train
398;a;vicenda;succession/iteration/distributivity;pezzo a pezzo;yes;modifier;pezzo;sg;_;_;Taglienti come affilati bisturi, ci eravamo sezionate a vicenda,;pezzo a pezzo;.;test|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;test|yes|a|_;train
395;a;smontare;succession/iteration/distributivity;pezzo a pezzo;yes;modifier;pezzo;sg;_;_;E vabbè, ma che significa, che la riforma Fornero resterà così com'è o verrà smontata;pezzo a pezzo;?;test|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;test|yes|a|_;train
567;a;avanti;succession/iteration/distributivity;punto a punto;yes;modifier;punto;sg;_;_;Da quel momento si va avanti;punto a punto;.;test|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;train|yes|a|_;train
1;a;gomito;juxtaposition/contact;anima ad anima;yes;modifier;anima;sg;_;_;Ecco, devono essere nati così questi ultimi due romanzi di famiglia, seguiti da lunghe ore al computer, uno accanto all'altro, gomito a gomito,;anima ad anima;, ogni tanto un sospiro, una lunga occhiata, qualche sorriso di tenerezza perché i due si adorano e si cercano come solo due innamoratini sanno fare, al di là delle loro abbondanti sessanta primavere.;test|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train
661;a;cui;succession/iteration/distributivity;volta a volta;yes;modifier;volta;sg;_;_;Mangi, beva, dorma, suoni, lavori o vada a spasso con la sua splendida ragazza tunisina, qualunque cosa faccia, non sopporta di essere distratto da ciò in cui,;volta a volta;, è impegnato.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train
294;a;altro;juxtaposition/contact;guancia a guancia;yes;modifier;guancia;sg;_;_;Riuscì ancora a vedere i due uomini, vicini al suo viso, appoggiati l'uno all'altro;guancia a guancia;, che osservavano la fine.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;train
698;a;politico;succession/iteration/distributivity;volta a volta;yes;modifier;volta;sg;_;_;Nelle regole probatorie legali, infatti si riscontra un fondamento che può essere sia epistemologico che politico,;volta a volta;"prevalendo l'esigenza di determinare esplicitamente un metodo per ""guidare il giudice alla ricerca"" (art. 103 197 c. p. p.).";train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train
309;a;così;juxtaposition/contact;guancia a guancia;yes;modifier;guancia;sg;_;_;Stemmo a lungo insieme, così,;guancia a guancia;.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;train
680;a;scagliare;succession/iteration/distributivity;volta a volta;yes;modifier;volta;sg;_;_;I suoi attori, ancora stancamente presenti, si scagliano;volta a volta;contro il sistema della partitocrazia, contro il regime del Caf, contro un sistema imprenditoriale arretrato, contro un mondo dell'informazione che ha preferito distorcere il suo prodotto (ma c'è chi preferisce considerarlo un servizio) al di là del lecito, contro l'organizzazione statale: tutti elementi indubbiamente intrecciati, ma ciascuno dotato anche di vita propria e di inesauribili capacità di sopravvivere alla sua stessa pubblica sconfessione.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train
14;a;respirazione;juxtaposition/contact;bocca a bocca;yes;modifier;bocca;sg;_;_;Se non è possibile la respirazione;bocca a bocca;si può tentare una respirazione manuale la cui efficacia è molto inferiore.;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;train
399;a;via;succession/iteration/distributivity;pezzo a pezzo;yes;modifier;pezzo;sg;_;_;Si era riparato in fondo al terrazzo, sotto a un pergolato che il vento stava portandosi via;pezzo a pezzo;, e tutt'insieme non solo il fumo gli si era parato davanti, ma bello e chiaro tutto il vapore, così vicino dentro la lente del cannocchiale che a momenti si vedevano i peli del naso a quelli di bordo.;test|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;test|yes|a|_;train
81;a;accanitamente;juxtaposition/contact;corpo a corpo;yes;modifier;corpo;sg;_;_;I due fratelli si scontrarono accanitamente;corpo a corpo;e morirono entrambi.;test|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;train
118;a;lotta;juxtaposition/contact;corpo a corpo;yes;modifier;corpo;sg;_;_;"Temi di attualità: la paura del domani, il Duemila è alle porte; il fascino del messaggio predicatorio; la lotta";corpo a corpo;tra ragione e cuore.;test|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;train
84;a;combattimento;juxtaposition/contact;corpo a corpo;yes;modifier;corpo;sg;_;_;In questa situazione i giornalisti portati al seguito delle truppe per assistere a un rapido trionfo, sono diventati scomodi testimoni di una campagna difficile e lunga, dove i combattimenti;corpo a corpo;nelle periferie delle città si verificano con una frequenza sempre più ravvicinata.;test|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;train
132;a;via;succession/iteration/distributivity;fibra a fibra;yes;modifier;fibra;sg;_;_;La sua voce si impoveriva man mano che andava avanti, come se le sue parole si portassero via;fibra a fibra;il tessuto del suo timbro.;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;test|yes|a|_;train
295;a;stare;juxtaposition/contact;guancia a guancia;yes;modifier;guancia;sg;_;_;Nel bridge, esattamente a 1 e 42 secondi primi, la canzone diventa un recitativo, cito letteralmente: Su, vieni più vicino, lasciati andare, è bello stare;guancia a guancia;, no?;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;train
290;a;venire;succession/iteration/distributivity;grado a grado;yes;modifier;grado;sg;_;_;Dormo fondo e poi vengo;grado a grado;in superficie, in una specie di ascensione inevitabile da galleggiante di sughero che sale dal fondo melmoso attraverso l'opacità che diventa via via più trasparente fino a proprio sotto il piano argentato tremolante della luce violenta.;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;train|yes|a|_;train
650;a;comprendere;succession/iteration/distributivity;volta a volta;yes;modifier;volta;sg;_;_;Chiarite le tappe di questo itinerario, resta solo da comprendere,;volta a volta;, a quale di esse si trovi un'anima, quale stadio di sviluppo abbia raggiunto una comunità o un popolo, per partire da ciò che hanno compreso e condurli, secondo i tempi di crescita stabiliti da Dio, alla pienezza della conoscenza divina.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train
87;a;battaglia;juxtaposition/contact;corpo a corpo;yes;modifier;corpo;sg;_;_;La guerriglia urbana, la battaglia;corpo a corpo;nelle strade della capitale è proprio quello che al Pentagono vogliono evitare.;test|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;train
306;a;lui;juxtaposition/contact;guancia a guancia;yes;modifier;guancia;sg;_;_;Avrei voluto poter cucinare al mio lui una costata, sapendo che gli piaceva cotta al punto giusto, poter danzare con lui;guancia a guancia;.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;train
689;a;stare;succession/iteration/distributivity;volta a volta;yes;modifier;volta;sg;_;_;Per esempio lo spazio cosmologico, che è stato;volta a volta;pensato e descritto finito, o infinito, e gli infiniti mondi nello spazio infinito immaginati da Giordano Bruno gli costaronola vita, limitato o illimitato.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train
637;a;e;juxtaposition/contact;testa a testa;yes;modifier;testa;sg;_;_;"Lei, liberandosi, mi accarezzò la guancia; eravamo appoggiati di fianco al finestrino e,";testa a testa;, con la fronte appoggiata al vetro vedevamo correre veloci le nostre due ombre vicine, proiettate sulla campagna.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;train
663;a;recitare;succession/iteration/distributivity;volta a volta;yes;modifier;volta;sg;_;_;Una sua vanteria, immagino, di poter recitare;volta a volta;la parte del defensor fidei e dell'avvocato del diavolo, facendosi apologista ora dei carabinieri, ora dei lestofanti.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train
49;a;respirazione;juxtaposition/contact;bocca a bocca;yes;modifier;bocca;sg;_;_;"Tu boccheggiavi e tossivi; poi ti facevano la respirazione";bocca a bocca;ed eri fuori pericolo.;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;train
656;a;soluzione;succession/iteration/distributivity;volta a volta;yes;modifier;volta;sg;_;_;D'altro canto, non sono soltanto gli interventi normativi, tanto meno quelli che continuino a essere adottati, prima o a prescindere da effettive applicazioni delle soluzioni;volta a volta;accolte, a poter dare risposta alle necessità dell'amministrazione del settore.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train
310;a;quasi;juxtaposition/contact;guancia a guancia;yes;modifier;guancia;sg;_;_;Lei e Nina sono ancora sotto la coperta, sedute vicine, quasi;guancia a guancia;, ma non si guardano.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;train
702;a;fare;succession/iteration/distributivity;volta a volta;yes;modifier;volta;sg;_;_;Di questo l'esperienza interiore, il mio sentirmi si fa;volta a volta;avvertito.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train
640;a;accanto;juxtaposition/contact;testa a testa;yes;modifier;testa;sg;_;_;Banga salì subito sul letto con lui, si sdraiò lì accanto,;testa a testa;, e il procuratore, con una mano sul collo dell'animale, chiuse finalmente gli occhi.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;train
666;a;dare;succession/iteration/distributivity;volta a volta;yes;modifier;volta;sg;_;_;Per tutto il tragitto padre Boni non aveva aperto bocca se non per dargli,;volta a volta;, le indicazioni per l'itinerario da seguire.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train
710;a;pensare;succession/iteration/distributivity;volta a volta;yes;modifier;volta;sg;_;_;Quanto al corpo, nonostante tanta tradizione del pensiero occidentale (e talvolta, del migliore, come quello di Platone dello stupendo Fedone) sia stata avvezza a pensarlo,;volta a volta;, come tomba dell'anima o come semplice strumento dell'anima stessa, è pur vero che altre tradizioni, ad esempio orientali, si sono profuse a sottolineare che il corpo è come un tempio, in cui l'esperienza multiforme del mondo celebra, istante dopo istante, i propri riti.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train
317;a;crescere;succession/iteration/distributivity;onda a onda;yes;modifier;onda;sg;_;_;Il rumore del mare continuava a coltivare e a vedere crescere,;onda a onda;, il rigoglio del suo disinteresse.;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;train|yes|a|_;train
572;a;giocare;succession/iteration/distributivity;punto a punto;yes;modifier;punto;sg;_;_;E'stata una partita intensa, vissuta a giocata;punto a punto;.;test|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;train|yes|a|_;train
24;a;respirazione;juxtaposition/contact;bocca a bocca;yes;modifier;bocca;sg;_;_;Nessuno parla dell'impiegato di banca che non è corrotto e che magari un giorno ha salvato la vita a un collega facendogli la respirazione;bocca a bocca;.;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;train
129;a;impilare;juxtaposition/contact;dorso a dorso;yes;modifier;dorso;sg;_;_;"Vittorio scosta qualche altra grande tela appoggiata alla parete, giusto abbastanza per farmi dare un'occhiata; me ne fa vedere alcune di quelle più piccole, impilate";dorso a dorso;sul tavolo di legno grezzo.;test|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;train
312;a;ballo;juxtaposition/contact;guancia a guancia;yes;modifier;guancia;sg;_;_;Pensavo alla sua infanzia e alla sua adolescenza, ai divani ridotti a brandelli e ai materassi masticati, alle fantastiche passeggiate lungo l'Intracoastal e ai balli;guancia a guancia;con lo stereo a tutto volume.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;train
690;a;concentrare;succession/iteration/distributivity;volta a volta;yes;modifier;volta;sg;_;_;Ognuna delle due diverse soluzioni presenta vantaggi e limiti: nella prima ipotesi può essere più agevolmente perseguita una politica criminale che concentri;volta a volta;"i propri obbiettivi sui fatti ritenuti più importanti, trascurando gli altri; nella seconda è più agevole assicurare che non si sottraggano al codice penale quanti hanno la possibilità di influire sulle scelte politiche.";train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train
17;a;contatto;juxtaposition/contact;bocca a bocca;yes;modifier;bocca;sg;_;_;In questo modo il soccorritore può ventilare l'infortunato evitando il contatto;bocca a bocca;.;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;train
408;a;agire;succession/iteration/distributivity;pezzo a pezzo;yes;modifier;pezzo;sg;_;_;A questo punto, dice Picierno, «poiché, come è nello spirito della Convenizone di Istanbul, la piena uguaglianza è la chiave per prevenire la violenza, bisogna agire;pezzo a pezzo;: ad esempio adesso concentrarsi per conquistare la sulla parità salariale, che in Europa ha tutt'ora un dislivello del 16 per cento tra uomini e donne».;test|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;test|yes|a|_;train
412;a;leccare;succession/iteration/distributivity;poro a poro;yes;modifier;poro;sg;_;_;L'avrei presa invece a lei la sbrodolona e rivoltata proprio dall'interno per poi estrarle tutto quell'olio e leccarlo;poro a poro;tutto quell'olio sbrodolone…;train|yes|a|_;train|yes|a|_;test|yes|a|_;train|yes|a|_;train|yes|a|_;train
302;a;lento;juxtaposition/contact;guancia a guancia;yes;modifier;guancia;sg;_;_;Alfio per il resto della serata rimase mortificato a guardarla ballare i valzer lenti;guancia a guancia;con Piastrein.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;train
671;a;opportunamente;succession/iteration/distributivity;volta a volta;yes;modifier;volta;sg;_;_;L'intento spiccatamente divulgativo non impedisce di raggiungere l'obiettivo di fornire una panoramica aggiornata e precisa, anche dal punto di vista quantitativo, di tutti questi fenomeni, rinviando opportunamente,;volta a volta;, alle fonti e alle indagini più approfondite pertinenti i diversi temi trattati.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train
574;a;duello;juxtaposition/contact;ruota a ruota;yes;modifier;ruota;sg;_;_;E poi - fra gli altri - Piero Ferrari, Lauda, Forghieri, Prost, Todt, Arnoux, che rievoca il duello;ruota a ruota;con Gilles Villeneuve nel Gran Premio di Francia, duello documentato da una sequenza mozzafiato.;test|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;train
98;a;combattimento;juxtaposition/contact;corpo a corpo;yes;modifier;corpo;sg;_;_;James Buck aveva fatto parte delle SAS, le forze aeree speciali britanniche, e, tra le altre cose, era un esperto di combattimenti;corpo a corpo;e di armi bianche.;test|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;train
29;a;respirazione;juxtaposition/contact;bocca a bocca;yes;modifier;bocca;sg;_;_;È stato qualche anno fa e ricordo ogni minimo dettaglio: lui disteso per terra, attraverso la portiera schiacciata stava facendo la respirazione;bocca a bocca;a una donna che aveva perso conoscenza.;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;train
111;a;lotta;juxtaposition/contact;corpo a corpo;yes;modifier;corpo;sg;_;_;La caccia a cavallo o a piedi, la lotta;corpo a corpo;, i combattimenti dei galli erano quanto deliziava la gente e tutte queste attività si concludevano con solenni bevute.;test|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;train
293;a;ballare;juxtaposition/contact;guancia a guancia;yes;modifier;guancia;sg;_;_;E ha una canzone del cuore, la canzone che ascoltava da govane quando ballava;guancia a guancia;con Filippo di Grecia, suo futuro sposo, ora Filippo d'Edimburgo e Principe consorte.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;train
393;a;venire;succession/iteration/distributivity;pezzo a pezzo;yes;modifier;pezzo;sg;_;_;Fu solo nei mesi successivi che quella barriera, ormai ridotta a monumento di una frontiera che divideva in due una metropoli e un popolo, venne;pezzo a pezzo;sbriciolata.;test|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;test|yes|a|_;train
52;a;respirazione;juxtaposition/contact;bocca a bocca;yes;modifier;bocca;sg;_;_;Karin levò la mano: Ma nella Bibbia c'è scritto che Dio ha soffiato la vita dentro il primo uomo... La respirazione;bocca a bocca;.;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;train
95;a;combattere;juxtaposition/contact;corpo a corpo;yes;modifier;corpo;sg;_;_;Nella tradizione cristiana, durante i giorni di Pasqua si legge un versetto in latino che dice in modo mirabile che la vita e la morte combattono;corpo a corpo;.;test|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;train
115;a;legare;juxtaposition/contact;corpo a corpo;yes;modifier;corpo;sg;_;_;"Dodici fra loro, originari di Lebbeke, si erano rifugiati nella fattoria di Ottavio Vernulst; essi furono legati";corpo a corpo;e condotti dietro alla fattoria, dove vennero massacrati.;test|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;train
13;a;respirazione;juxtaposition/contact;bocca a bocca;yes;modifier;bocca;sg;_;_;Se l'infortunato presenta delle fratture alla mandibola o alla mascella, si può procedere come nelcaso della respirazione;bocca a bocca;con la differenza che la bocca viene tenuta chiusa per evitare che fuoriesca l'aria insufflata, e le insufflazioni vanno fatte attraverso il naso.;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;train
66;a;respirazione;juxtaposition/contact;bocca a bocca;yes;modifier;bocca;sg;_;_;Se non respira, intervenire per la respirazione;bocca a bocca;.;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;train
6;a;trasmettere;succession/iteration/distributivity;bit a bit;yes;modifier;bit;sg;_;_;È compito di quest'ultimo trasmettere,;bit a bit;, l'informazione sul cavo e quindi al destinatario.;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;train|yes|a|_;train
645;a;denominare;succession/iteration/distributivity;volta a volta;yes;modifier;volta;sg;_;_;Emma (Iaia Forte) e Salvatore, denominato;volta a volta;Sal o Tore (Tommaso Ragno), sono una coppia in crisi che tenta di riattizzare il fuoco recitando - ad uso privato - il proprio rapporto.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train
33;a;respirazione;juxtaposition/contact;bocca a bocca;yes;modifier;bocca;sg;_;_;Cominciò a praticare la respirazione;bocca a bocca;a Phillip mentre scendeva le scale.;train|yes|a|_;train|yes|a|_;train|yes|a|_;test|yes|a|_;test|yes|a|_;train
673;a;quello;succession/iteration/distributivity;volta a volta;yes;modifier;volta;sg;_;_;In fondo, la crisi dell'università è il prodotto di due silenzi: uno è quello,;volta a volta;connivente, frustrato, desensibilizzato, del mondo accademico stesso, che vede e soffre le pecche del sistema e dei comportamenti, ma non sa uscirne con proposte generali e comportamenti adeguati.;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train|yes|a|_;train
