ID;preposition;pre_lemma;meaning;NPN;construction;syntactic_function;noun;number_of_noun;Type;other_cxn;context_pre;costr;context_post;assignment_0;assignment_1;assignment_2;assignment_3;assignment_4;split
1937;su;esperimento;greater_plurality/accumulation;prove su prove;yes;nominal;prova;pl;_;_;Niente di peggio per cominciare un'altra settimana di esperimenti,;prove su prove;, verifiche e analisi di tutto ciò che non aveva funzionato come avrebbe dovuto.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1723;su;incassare;greater_plurality/accumulation;file su file;yes;nominal;file;pl;_;_;Il salotto era ampio e le pareti, nelle quali erano incassate;file su file;"di scaffali laccati di nero, erano tappezzate di una stoffa damascata in cui il nero prevaleva sul rosso; divano e poltrone erano rivestiti dello stesso tessuto delle pareti e i tappeti armonizzavano con il resto dell'arredamento";train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1930;su;ormai;greater_plurality/accumulation;prove su prove;yes;nominal;prova;pl;_;_;In Europa sta invece accadendo questo: nonostante ci siano ormai;prove su prove;che la strada che si è intrapresa è totalmente sbagliata ed andrebbe come minimo azzerata e ripensata, chiunque mette in discussione il sogno POTH progetto europeo è un odioso populista, reazionario, fascista.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
2015;su;su;greater_plurality/accumulation;soldi su soldi;yes;nominal;soldi;pl;_;_;Insomma c'è ancora tempo, e spazio, per fare soldi su;soldi su soldi;vendendo e spedendo in tutto il mondo i vecchi libri di carta: tanto più se fatti in casa.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1998;su;inanellare;greater_plurality/accumulation;scherzi su scherzi;yes;nominal;scherzo;pl;_;_;L'anarchico Chaplin aveva imparato a sbeffeggiare i nemici (e anche gli amici) inanellando;scherzi su scherzi;.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1545;su;colpire;greater_plurality/accumulation;bersaglio su bersaglio;yes;nominal;bersaglio;sg;_;_;Per oltre due ore, Ramses aveva tirato con l'arco, colpendo;bersaglio su bersaglio;.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
2029;su;da;greater_plurality/accumulation;strati su strati;yes;nominal;strato;pl;_;_;L'edificio era chiuso con assi di legno e fregiato da;strati su strati;di graffiti.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
2013;su;chiedere;greater_plurality/accumulation;soldi su soldi;yes;nominal;soldi;pl;_;_;E ora questi incapaci hanno il coraggio di chiedere;soldi su soldi;a chi le tasse le paga già fino all'ultimo centesimo.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1829;su;intrecciare;greater_plurality/accumulation;nodi su nodi;yes;nominal;nodo;pl;_;_;Sembra vedere e sentire il ritmo di questa fatica: trovare lo strappo, ridurlo, intrecciare;nodi su nodi;, riparare finalmente la rete.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1699;su;instillare;greater_plurality/accumulation;dubbi su dubbi;yes;nominal;dubbio;pl;_;_;Era una mossa rischiosa: la maggioranza dei difensori non vede l'ora di cominciare a instillare;dubbi su dubbi;nei giurati e a contestare le prove addotte dall'accusa.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1983;su;fare;greater_plurality/accumulation;riunioni su riunioni;yes;nominal;riunione;pl;_;_;La situazione era diventata assurda: facevo;riunioni su riunioni;con colleghe e genitori sul modo di migliorare il rapporto educativo coi bambini, individuare le strategie per seguirli meglio... e intanto i miei erano soli.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1915;su;risalire;greater_plurality/accumulation;posizioni su posizioni;yes;nominal;posizione;pl;_;_;A quel punto la decisione vincente: si strappa la visiera e incomincia a risalire;posizioni su posizioni;.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1813;su;svizzera;greater_plurality/accumulation;miliardi su miliardi;yes;nominal;miliardo;pl;_;_;"Il quale, al processo, ha specificato quale ""servizio finanziario eserceva"": trasportava di qua e di là dalla frontiera svizzera";miliardi su miliardi;per conto di amici, avvocati e almeno quattro giudici.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1968;su;presentare;greater_plurality/accumulation;ricorsi su ricorsi;yes;nominal;ricorso;pl;_;_;Ma in questo caso, cioè se i repubblicani decidessero di procedere alla convocazione di testimoni imbarazzanti per Clinton, la Casa Bianca reagirebbe alzando il tiro: presentando;ricorsi su ricorsi;alla Corte costituzionale, chiedendo un rinvio per la preparazione della difesa, moltiplicando il numero dei testimoni, allungando all'infinito l'iter dell'impeachment.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1963;su;macinare;greater_plurality/accumulation;record su record;yes;nominal;record;sg/pl;_;_;La ragione è semplice: le principali Borse mondiali (salvo Tokio) macinano;record su record;, la capitalizzazione dei grandi gruppi quotati si espande oltre ogni previsione, i ritorni sull'investimento per chi ha puntato su di loro un anno fa battono tutte le alternative.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1919;su;sfornare;greater_plurality/accumulation;progetti su progetti;yes;nominal;progetto;pl;_;_;Lei continua a girare il mondo e a sfornare;progetti su progetti;.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1914;su;risalire;greater_plurality/accumulation;posizioni su posizioni;yes;nominal;posizione;pl;_;_;È straordinaria la facilità con cui l'attaccante, che sta ottenendo grande successo nel suo doratissimo esilio spagnolo, ha risalito;posizioni su posizioni;collocandosi al vertice della piramide azzurra.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1978;su;sovrapporre;greater_plurality/accumulation;ritmi su ritmi;yes;nominal;ritmo;pl;_;_;Come i concetti, la musica di Cretu-Enigma non si ferma ma continua ad indagare, sovrapponendo;ritmi su ritmi;, sonorità elettroniche su sonorità canore spesso sintetizzate.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1844;su;conseguenza;greater_plurality/accumulation;odio su odio;yes;nominal;odio;sg;_;_;La logica pretende di farla da padrona e queste sono le inevitabili conseguenze:;odio su odio;.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
2078;su;immolare;greater_plurality/accumulation;vittime su vittime;yes;nominal;vittima;pl;_;_;Filippo attraversò l'accampamento gettando una rapida occhiata ad Aristandro che continuava a immolare;vittime su vittime;sul suo altare fumigante nella notte, e raggiunse un luogo in cui sorgeva un gigantesco banyan.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1657;su;volante;greater_plurality/accumulation;controlli su controlli;yes;nominal;controllo;pl;_;_;Strade bloccate, frontiere minate, posti di blocco volanti,;controlli su controlli;, ormai il Kosovo è solo questo.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
2016;su;individuo;greater_plurality/accumulation;soldi su soldi;yes;nominal;soldi;pl;_;_;"Si tratta di un accidente della natura, in certi individui; una volta che si è iniziato, non c'è modo di fermarsi,";soldi su soldi;.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1867;su;disposizione;greater_plurality/accumulation;pagine su pagine;yes;nominal;pagina;pl;_;_;L'uomo aveva sempre a disposizione;pagine su pagine;bianche, lavate dal suo alito.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1761;su;addosso;greater_plurality/accumulation;informazioni su informazioni;yes;nominal;informazione;pl;_;_;Di converso, e questo è il secondo aspetto, ciò significa che ti si rovesciano addosso;informazioni su informazioni;, sempre di più, col rischio che, superando certi livelli, tutto si confonde e perde di valore.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1854;su;passare;greater_plurality/accumulation;ore su ore;yes;nominal;ora;pl;_;_;Sei mesi da quando Veronica l'aveva lasciata, e ogni giorno l'appartamento si faceva più vuoto, Giorgia più malinconica, ridotta a passare;ore su ore;davanti al computer.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1980;su;svolgere;greater_plurality/accumulation;riunioni su riunioni;yes;nominal;riunione;pl;_;_;Non resta che aspettare: sempre dal municipio i bene informati fanno sapere che proprio in queste ore si stanno svolgendo;riunioni su riunioni;per risolvere la matassa e passare all'azione, ma sulla tempistica non si sbilancia nessuno.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1722;su;distinguere;greater_plurality/accumulation;file su file;yes;nominal;file;pl;_;_;I lievi raggi di sole forniscono la sola illuminazione disponibile e, quando i miei occhi si adattano, distinguo;file su file;di feriti, nelle brande, sui pagliericci, sul pavimento, perché sono in tanti a contendersi lo spazio.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1984;su;fare;greater_plurality/accumulation;riunioni su riunioni;yes;nominal;riunione;pl;_;_;Da dieci giorni stiamo dicendo in tutte le sedi che bisognava intervenire: si è perduto tempo a discutere, a prendere contatti diplomatici, a fare;riunioni su riunioni;, dichiarazioni su dichiarazioni, mentre la tragedia albanese richiedeva interventi rapidi, decisi, organici, massicci.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1673;su;scatenare;greater_plurality/accumulation;dati su dati;yes;nominal;dato;pl;_;_;È il caso della finanza, che dopo la mondializzazione dei mercati borsistici ha visto scatenarsi;dati su dati;in quantità torrenziali e sta trovando nuova linfa proprio nelle nuove metodologie di rappresentazione.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
2001;su;essere;greater_plurality/accumulation;scommesse su scommesse;yes;nominal;scommessa;pl;_;_;Oggi ci sono i derivati e le opzioni si moltiplica il denaro esistente in modo enorme, perché sono;scommesse su scommesse;su scommesse.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1871;su;respingere;greater_plurality/accumulation;palloni su palloni;yes;nominal;pallone;pl;_;_;Con la palla a terra è un pericolo per i suoi, con la capoccia, che ricorda uno spillo, respinge;palloni su palloni;.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1831;su;sventagliare;greater_plurality/accumulation;nomi su nomi;yes;nominal;nome;pl;_;_;Tornato dalla fuga in Ecuador (con Ettore Giugovaz, l'amico di Pietro Lunardi) e messo dentro, Calisto Tanzi sventagliò;nomi su nomi;.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1556;su;spaziotempo;greater_plurality/accumulation;campi su campi;yes;nominal;campo;pl;_;_;"Questi campi non vivono nello spaziotempo; vivono, per così dire, uno sull'altro:";campi su campi;.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
2058;su;fango;greater_plurality/accumulation;tornanti su tornanti;yes;nominal;tornante;pl;_;_;Si viaggia tra sassi e massi, guadi e fango,;tornanti su tornanti;", si sale dai 3000 ai quasi 5000 metri in un attimo; gli spazi gradualmente si allargano, sono quasi in cima, fa freddo, ha nevicato da poco.";train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
2018;su;chiedere;greater_plurality/accumulation;spiegazioni su spiegazioni;yes;nominal;spiegazione;pl;_;_;E agli ipocondriaci (le persone che sono sempre convinte di essere ammalate): a furia di chiedere;spiegazioni su spiegazioni;, scoprono di avere costantemente qualche problema di salute.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1671;su;389;greater_plurality/accumulation;curve su curve;yes;nominal;curva;pl;_;_;All'altezza della rocca di Posada si penetra nell'interno proseguendo sulla statale 389:;curve su curve;dove è possibile non incrociare altre macchine.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
2051;su;guadagnare;greater_plurality/accumulation;terreno su terreno;yes;nominal;terreno;sg;_;_;Io guardavo lo zoppo rincorrere goffamente la più bella e l'altro inseguirli velocissimo guadagnando;terreno su terreno;.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1961;su;macinare;greater_plurality/accumulation;record su record;yes;nominal;record;sg/pl;_;_;Ritengo che, dopo essere salita in modo fulmineo macinando;record su record;, la Borsa Usa abbia bisogno di una ripulita dagli eccessi speculativi.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1825;su;con;greater_plurality/accumulation;morti su morti;yes;nominal;morto;pl;_;_;Dalla morte di Montanino comincia un lungo e sanguinoso botta e risposta, con;morti su morti;: uno, due agguati al giorno, prima i gregari dei due clan, poi i parenti, l'incendio delle case, i pestaggi, i sospetti.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1706;su;laggiù;greater_plurality/accumulation;errori su errori;yes;nominal;errore;pl;_;_;Certo che ho mancato, e cominci a correre su e giù per la tua vita matrimoniale, ecco, qui e poi lì, e anche là, anche addirittura laggiù,;errori su errori;, una catena infinita.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1567;su;frullare;greater_plurality/accumulation;cazzate su cazzate;yes;nominal;cazzata;pl;_;_;Mi aspetto che si metta a ridere come un pazzo e che poi ricominci a frullare;cazzate su cazzate;.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1874;su;avvicinare;greater_plurality/accumulation;parlamentari su parlamentari;yes;nominal;parlamentare;pl;_;_;Per mesi Gianni Letta e i lobbisti del Biscione avevano avvicinato;parlamentari su parlamentari;.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1814;su;fare;greater_plurality/accumulation;miliardi su miliardi;yes;nominal;miliardo;pl;_;_;Voi Cannarozzo e Cazzetta ci rovinate la vista, mettete in mostra le Fiat nude come la Caprioglio senza coprirne con i lenzuoli le lamierazze, e fate;miliardi su miliardi;in Brianza e a Squinzano, e poi i bei risultati sono l'Italia.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1887;su;commettere;greater_plurality/accumulation;pasticci su pasticci;yes;nominal;pasticcio;pl;_;_;È questo il campo dove le donne commettono;pasticci su pasticci;"; seguono i suggerimenti di tutti e non fanno l'unica cosa che è veramente utile: un esame culturale, per valutare l'agente responsabile dell'infezione e mettere in atto, poi, una terapia mirata, suggerita dallo specialista.";train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1661;su;mangiare;greater_plurality/accumulation;coppe su coppe;yes;nominal;coppa;pl;_;_;Orinare stando in piedi era punito in un modo particolarmente arduo, e le donne che durante le mestruazioni si avvicinavano all'acqua o al fuoco venivano costrette a mangiare;coppe su coppe;di piscio e merda maschili.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1900;su;aggiungere;greater_plurality/accumulation;pietra su pietra;yes;nominal;pietra;sg;_;_;Secondo Rauber, l'organismo vivente non è costruito come un edificio, aggiungendo;pietra su pietra;in modo ordinato.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1775;su;scrivere;greater_plurality/accumulation;lettere su lettere;yes;nominal;lettera;pl;_;_;In quel periodo Intrieri scriveva;lettere su lettere;al Viminale, alla prefettura e al prefetto.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1753;su;inanellare;greater_plurality/accumulation;giri su giri;yes;nominal;giro;pl;_;_;In lontananza la ruota panoramica inanellava;giri su giri;all'infinito proiettando le sue luci colorate sulle acque scure del porto.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
