ID;preposition;pre_lemma;meaning;NPN;construction;syntactic_function;noun;number_of_noun;Type;other_cxn;context_pre;costr;context_post;assignment_0;assignment_1;assignment_2;assignment_3;assignment_4;split
1528;su;muovere;greater_plurality/accumulation;aria su aria;yes;nominal;aria;sg;_;_;Il ventilatore non vale niente, muove;aria su aria;, sempre la stessa.;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1730;su;compilare;greater_plurality/accumulation;fogli su fogli;yes;nominal;foglio;pl;_;_;Abbiamo passato un pomeriggio intero, io e Fabio, in quel negozio in centro, con la commessa appresso che compilava;fogli su fogli;.;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1555;su;firmare;greater_plurality/accumulation;cambiali su cambiali;yes;nominal;cambiale;pl;_;_;Mario viveva lì da tanto tempo, aveva comprato quell'appartamento firmando;cambiali su cambiali;per anni, perchè doveva essere così, il matrimonio si sa impone questo tipo di sacrifici.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1974;su;accumulare;greater_plurality/accumulation;ritardi su ritardi;yes;nominal;ritardo;pl;_;_;Bene il raddoppio Mortara, unica linea ancora a singolo binario in città, capacità limitata e treni affollati che accumulano;ritardi su ritardi;a causa degli incroci.;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1744;su;battezzare;greater_plurality/accumulation;generazioni su generazioni;yes;nominal;generazione;pl;_;_;Nei paesi in passato il parroco rimaneva nello stesso posto anche quaranta - cinquanta anni e battezzava;generazioni su generazioni;, oggi in una realtà in continuo cambiamento, questo fatto non è accettabile, pur riconoscendo che occorre un certo numero di anni per realizzare un progetto o per stabilire un rapporto profondo.;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1994;su;collezionare;greater_plurality/accumulation;sbagli su sbagli;yes;nominal;sbaglio;pl;_;_;Aveva sempre permesso che loro ne approfittassero – una masochistica consapevolezza che la portava a collezionare;sbagli su sbagli;.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1540;su;raccontare;greater_plurality/accumulation;balle su balle;yes;nominal;balla;pl;_;_;Capitan Findus Letta ha raccontato;balle su balle;sul taglio dei rimborsi elettorali che si è puntualmente intascato a luglio insieme agli altri partiti: una rata di 91 milioni.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
2023;su;trascorrere;greater_plurality/accumulation;stagioni su stagioni;yes;nominal;stagione;pl;_;_;Alla finestra sul mondo trascorsero;stagioni su stagioni;, poi fu di nuovo neve.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1825;su;con;greater_plurality/accumulation;morti su morti;yes;nominal;morto;pl;_;_;Dalla morte di Montanino comincia un lungo e sanguinoso botta e risposta, con;morti su morti;: uno, due agguati al giorno, prima i gregari dei due clan, poi i parenti, l'incendio delle case, i pestaggi, i sospetti.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
2043;su;stella;greater_plurality/accumulation;tasse su tasse;yes;nominal;tassa;pl;_;_;Dopo un anno, disoccupazione alle stelle,;tasse su tasse;, pensioni in pericolo, criminalità impunita e spavalda, città nelle mani di spacciatori e violenti, il futuro è visto da molti incerto e drammatico.;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1809;su;divorare;greater_plurality/accumulation;metri su metri;yes;nominal;metro;pl;_;_;Da questo momento in poi, Beckham continuerà almeno per un'ora a divorare;metri su metri;, avversari su avversari, con una facilità che fa male al cuore.;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1641;su;restituire;greater_plurality/accumulation;colpo su colpo;yes;nominal;colpo;sg;_;_;Proprio la dote che l'aveva sorretta durante il primo tempo, consentendole di reggere il ritmo - non forsennato - degli avversari ai quali aveva restituito;colpo su colpo;.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1872;su;recuperare;greater_plurality/accumulation;palloni su palloni;yes;nominal;pallone;pl;_;_;I biancorossi di Guidolin hanno impresso un ritmo vorticoso alla gara fin dai primi minuti, hanno recuperato;palloni su palloni;grazie al pressing a centrocampo e hanno minacciato Turci in continuazione, con un Otero scatenato su tutto il fronte d'attacco.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1864;su;divorare;greater_plurality/accumulation;pagine su pagine;yes;nominal;pagina;pl;_;_;Perché c'è chi riesce a fartelo drizzare, chi riesce a farti ridere, chi a farti passare la notte divorando;pagine su pagine;per capire chi era l'agente segreto che cagava rubini, chi riesce a farti venire appetito e a farti tornare a Bangkok quando invece sei a casa tua, ad ognuno la sua specialità.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1721;su;indire;greater_plurality/accumulation;feste su feste;yes;nominal;festa;pl;_;_;Per questa ragione, cioè per aumentare il numero delle iscrizioni, gli scissionisti del Pd hanno deciso di indire;feste su feste;in tutta Italia durante l'estate.;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1671;su;389;greater_plurality/accumulation;curve su curve;yes;nominal;curva;pl;_;_;All'altezza della rocca di Posada si penetra nell'interno proseguendo sulla statale 389:;curve su curve;dove è possibile non incrociare altre macchine.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1724;su;vedere;greater_plurality/accumulation;file su file;yes;nominal;file;pl;_;_;E d'improvviso ci sembrò di vedere;file su file;di formiche del miele col corpo striato e luccicante, che nelle loro celle sotto le radici del mulga traboccavano di nettare.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1749;su;via;greater_plurality/accumulation;giorni su giorni;yes;nominal;giorno;pl;_;_;Così se n'erano andati via;giorni su giorni;.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1859;su;cucina;greater_plurality/accumulation;pacchi su pacchi;yes;nominal;pacco;pl;_;_;Ci mettemmo una cosa come mezz'ora, facendo avanti e indietro tra la strada e la cucina –;pacchi su pacchi;su pacchi – e quando il tizio con il berretto, sfinito, risalì sul suo furgone e sparì, dalla cucina li portammo in taverna – pacchi su pacchi su pacchi.;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
2005;su;apparire;greater_plurality/accumulation;segherie su segherie;yes;nominal;segheria;pl;_;_;Il primo odore è quello di legno e infatti dopo poche centinaia di metri appaiono;segherie su segherie;con collinette artificiali fatte di trucioli ed assi dappertutto.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1573;su;Lydia;greater_plurality/accumulation;chiacchiere su chiacchiere;yes;nominal;chiacchiera;pl;_;_;«Ecco le due che spettegolano al buio!» esclamò la signorina Lydia , «;chiacchiere su chiacchiere;, nell 'oscurità.»;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
2025;su;intrecciare;greater_plurality/accumulation;storie su storie;yes;nominal;storia;pl;_;_;Ma si capirà anche che Amado era tutt'altro che un narratore naif, capace com'era di utilizzare una vasta tavolozza di tecniche e di intrecciare;storie su storie;in complicate architetture.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
2013;su;chiedere;greater_plurality/accumulation;soldi su soldi;yes;nominal;soldi;pl;_;_;E ora questi incapaci hanno il coraggio di chiedere;soldi su soldi;a chi le tasse le paga già fino all'ultimo centesimo.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1676;su;vedere;greater_plurality/accumulation;decine su decine;yes;nominal;decina;pl;_;_;Poi tornava a navigare su internet e a vedere;decine su decine;di filmati.;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1572;su;permesso;greater_plurality/accumulation;certificati su certificati;yes;nominal;certificato;pl;_;_;Il secondo problema è quello del rispetto delle norme: per gestire correttamente una discoteca sarebbero necessari permessi su permessi,;certificati su certificati;.;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1614;su;restituire;greater_plurality/accumulation;colpo su colpo;yes;nominal;colpo;sg;_;_;La strada, però, con una durezza che si ripercoteva fino all'inguine, mi restituiva;colpo su colpo;.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1519;su;polemica;greater_plurality/accumulation;ACCUSE SU ACCUSE;yes;nominal;accusa;pl;_;_;ANZICHE DISTRUGGERLA CON POLEMICHE SU POLEMICHE ... ;ACCUSE SU ACCUSE;…;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1919;su;sfornare;greater_plurality/accumulation;progetti su progetti;yes;nominal;progetto;pl;_;_;Lei continua a girare il mondo e a sfornare;progetti su progetti;.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1688;su;fare;greater_plurality/accumulation;digiuno su digiuno;yes;nominal;digiuno;sg;_;_;"In America, i nostri amici del ""Catholic Worker"" non hanno smesso, a partire dal crimine di Hiroshima, di far";digiuno su digiuno;, pubbliche proteste e pubblicazioni: la loro ultima impresa è stata di farsi mettere in prigione per aver tentato di superare lo sbarramento del servizio d'ordine durante gli esperimenti nel Nevada.;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1693;su;su;greater_plurality/accumulation;dolori su dolori;yes;nominal;dolore;pl;_;_;E dietro a quello, molti altri ricordi rossi, indicibili, segreti, sepolti da anni di uso di mondo, errori, matrimoni, figlie, partenze, musica, abbandoni, gioielli, amanti, dolori, e dolori su;dolori su dolori;per mimetizzare il padre di tutti i dolori.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1774;su;inchiodare;greater_plurality/accumulation;legni su legni;yes;nominal;legno;pl;_;_;Le avanguardie, paradossali e inverosimili, enigmatiche, che mettono insieme una maniglia e la dalia paonazza di un dolore acuto, che lanciano fiamme su tesi materiali da imballaggio, che inchiodano;legni su legni;con chiodi di già arrugginiti, di già tutti ritorti, rimediati, e che incollano, coi liquami dei colori industriali, cortecce che di una guerra hanno visto di striscio un fuggiasco che correva slacciandosi la corazzetta coi muscoli sbalzati... ecco chi scrive la storia: chi raccatta gli aneddoti, ci sputa dietro e te li appiccica in fronte, e taglia e cuce, senza badare per niente all'armonia, al bell'insieme... cosa significa?;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1768;su;strologare;greater_plurality/accumulation;invenzioni su invenzioni;yes;nominal;invenzione;pl;_;_;Non riuscendo a distillare più un solo rimasuglio di verso dalla testa burchiellata dall'intossicazione alcolica perenne, si fece erudito, strologando;invenzioni su invenzioni;di autori che conosceva solo per sentito dire, e soprattutto saccheggiando il Baretti, lui sì iniziatore della storia letteraria italiana, e come tale ignoto ai più.;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1745;su;avere;greater_plurality/accumulation;generazioni su generazioni;yes;nominal;generazione;pl;_;_;Quantoa me, i giovani li conosco bene: a scuola ne ho avuto;generazioni su generazioni;, in casa ho avuto i miei figli.;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1731;su;soffitto;greater_plurality/accumulation;fogli su fogli;yes;nominal;foglio;pl;_;_;Pendeva al centro un complicato lampadario, come un cumulo di deposito burocratico al contrario, con la cima della catasta in basso e la base dell'ammasso che largheggiava sul soffitto:;fogli su fogli;"scaricati a caso e poi tessere, foto inutili, anche penne, matite, quasi una macchina da scrivere, e il piano della scrivania sbilenca e rivoltata, con le gambe divaricate larghe come di somaro sul ghiaccio e puntate verso il cielo scivoloso del soffitto; queste le forme, solo le forme perché il mucchio era tutto di vetro nei suoi componenti, nei suoi detriti da baraonda; pure lo scheletro e il corpo portante lo era oppure non si vedeva di cosa fosse.";test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1717;su;ambrosiano;greater_plurality/accumulation;fabbriche su fabbriche;yes;nominal;fabbrica;pl;_;_;Qui aveva qualche amico in Scaldasole e al circolo del Ponte della Ghisolfa, piazzale Lugano, il grigio più grigio della periferia ambrosiana,;fabbriche su fabbriche;, l'inizio della sopraelevata, il cavalcavia delle Varesine.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1982;su;e;greater_plurality/accumulation;riunioni su riunioni;yes;nominal;riunione;pl;_;_;Ma per arrivare sino a quel punto, a quel sospiro di sollievo, ci sono state ore di trattative ininterrotte e telefonate notturne e sveglie all'alba e;riunioni su riunioni;.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1759;su;tempo;greater_plurality/accumulation;incarichi su incarichi;yes;nominal;incarico;pl;_;_;Così finii, ancora una volta, ad accumulare in breve tempo;incarichi su incarichi;, fino ad arrivare a dirigere l'intera divisione.;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1984;su;fare;greater_plurality/accumulation;riunioni su riunioni;yes;nominal;riunione;pl;_;_;Da dieci giorni stiamo dicendo in tutte le sedi che bisognava intervenire: si è perduto tempo a discutere, a prendere contatti diplomatici, a fare;riunioni su riunioni;, dichiarazioni su dichiarazioni, mentre la tragedia albanese richiedeva interventi rapidi, decisi, organici, massicci.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1542;su;fare;greater_plurality/accumulation;battute su battute;yes;nominal;battuta;pl;_;_;Risultato: si ride troppo, si fanno;battute su battute;, c'è un chiasso assordante.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
1969;su;sommare;greater_plurality/accumulation;righe su righe;yes;nominal;riga;pl;_;_;Dal vuoto, come fiocchi d'una neve cibernetica, scendono lievi quelle tremende figurine geometriche, e io le incastro una con l'altra, le ghiaccio su spianate inesorabili, sommo;righe su righe;: quindi aumento la velocità, sempre dipiù, sempre dipiù, fino al massimo consentito: ormai è una grandinata irrefrenabile.;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
2007;su;collezionare;greater_plurality/accumulation;serate su serate;yes;nominal;serata;pl;_;_;Lo so, avrei potuto campare di rendita su Kalimba de Luna, collezionando;serate su serate;…;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1553;su;produrre;greater_plurality/accumulation;brani su brani;yes;nominal;brano;pl;_;_;"John Lennon diceva che Beethoven ""era una truffa proprio come noi, produceva";brani su brani;""", Ringo invece ""ne ammirava soprattutto le poesie"".";train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;test|yes|*|greater_plurality/accumulation;train
1548;su;assorbire;greater_plurality/accumulation;bisogni su bisogni;yes;nominal;bisogno;pl;_;_;Nei campi è uno spumeggiare di queste sanguisughe parlanti in frenetica attività succhiatoria e anche psicotropica, assorbono;bisogni su bisogni;, emettono pezzi di promessa, certezza, appuntamenti, visioni.;test|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train|yes|*|greater_plurality/accumulation;train
